default_channel_grouping,date,users,new_users,sessions,bounce_rate,pages_per_session,avg__session_duration,ecommerce_conversion_rate,transactions,revenue
Referral,2019-10-10,414,245,460,0.25,5.345652173913043,233.5086956521739,0,0,0
Direct,2019-04-09,413,328,458,0.31877729257641924,4.986899563318778,202.57205240174673,0.002183406113537118,1,63.98
Referral,2019-01-22,413,207,474,0.27848101265822783,6.109704641350211,233.86708860759492,0,0,0
Referral,2019-04-23,413,224,506,0.22924901185770752,6.375494071146245,278.0889328063241,0,0,0
Referral,2019-05-15,413,225,470,0.24468085106382978,5.617021276595745,222.5723404255319,0,0,0
Referral,2019-08-05,413,248,458,0.28820960698689957,6.074235807860262,226.8187772925764,0,0,0
Referral,2019-10-01,413,242,459,0.2657952069716776,5.37037037037037,243.58823529411765,0,0,0
Direct,2019-04-01,412,327,457,0.2800875273522976,5.076586433260394,202.33260393873084,0.002188183807439825,1,419.98
Referral,2019-01-23,412,199,466,0.30042918454935624,5.553648068669528,210.931330472103,0,0,0
Referral,2019-11-12,411,237,469,0.2622601279317697,5.923240938166312,266.22601279317695,0,0,0
Direct,2019-12-06,410,361,438,0.363013698630137,5.212328767123288,227.0296803652968,0.0045662100456621,2,22
Referral,2019-03-20,410,218,467,0.29764453961456105,5.556745182012848,247.21841541755887,0,0,0
Referral,2019-07-23,410,230,457,0.2647702407002188,6.286652078774617,273.7592997811816,0,0,0
Referral,2019-09-19,410,244,454,0.2841409691629956,6.464757709251101,271.773127753304,0,0,0
Direct,2019-02-06,409,322,443,0.327313769751693,4.428893905191874,211.91873589164786,0.002257336343115124,1,31.55
Direct,2019-03-25,409,322,441,0.30839002267573695,5.684807256235827,234.80725623582765,0,0,0
Direct,2019-06-10,408,314,444,0.3063063063063063,5.400900900900901,233.3063063063063,0.0045045045045045045,2,260.87
Direct,2019-05-08,407,323,450,0.2577777777777778,5.362222222222222,203.5088888888889,0,0,0
Referral,2019-09-25,407,234,464,0.25646551724137934,6.010775862068965,248.15086206896552,0,0,0
Referral,2019-09-30,407,237,467,0.21199143468950749,5.629550321199144,226.80299785867237,0,0,0
Referral,2019-09-27,405,239,454,0.21806167400881057,6.680616740088106,274.30616740088107,0,0,0
Direct,2019-01-15,404,309,444,0.31981981981981983,5.074324324324325,208.97072072072072,0,0,0
Direct,2019-06-11,404,319,457,0.31291028446389496,5.680525164113786,262.77024070021884,0,0,0
Referral,2019-04-08,404,213,458,0.2685589519650655,6.013100436681222,265.2598253275109,0,0,0
Referral,2019-04-16,404,220,446,0.273542600896861,5.728699551569507,222.94170403587444,0,0,0
Referral,2019-09-09,404,251,448,0.234375,5.986607142857143,236.90625,0,0,0
Direct,2019-05-28,403,294,456,0.3267543859649123,4.975877192982456,202.4890350877193,0,0,0
Direct,2019-06-17,403,326,446,0.32062780269058294,4.975336322869955,215.52242152466368,0.002242152466367713,1,89.38
Referral,2019-03-18,403,195,455,0.23956043956043957,6.265934065934066,245.0813186813187,0,0,0
Referral,2019-02-11,402,207,445,0.2786516853932584,5.415730337078652,192.78202247191012,0,0,0
Direct,2019-05-23,401,312,455,0.35604395604395606,4.771428571428571,193.26153846153846,0,0,0
Direct,2019-06-06,401,317,451,0.24833702882483372,5.266075388026607,240.4279379157428,0.0022172949002217295,1,95.84
Referral,2019-05-03,401,220,468,0.2094017094017094,6.805555555555555,317.8974358974359,0,0,0
Referral,2019-10-08,401,233,448,0.28794642857142855,4.745535714285714,199.71875,0,0,0
Direct,2019-02-19,400,315,438,0.3013698630136986,5.534246575342466,257.9497716894977,0.00228310502283105,1,40.95
Direct,2019-04-16,400,321,432,0.32407407407407407,4.967592592592593,212.70138888888889,0,0,0
Referral,2019-01-15,400,187,448,0.2544642857142857,6.013392857142857,227.91517857142858,0,0,0
Referral,2019-04-24,400,224,452,0.21238938053097345,6.780973451327434,289.87610619469024,0,0,0
Referral,2019-09-04,400,261,448,0.234375,6.808035714285714,247.46875,0,0,0
Direct,2019-03-21,399,323,447,0.29977628635346754,5.203579418344519,252.13199105145415,0.0022371364653243847,1,46.77
Direct,2019-06-19,399,337,446,0.2937219730941704,5.096412556053812,199.89237668161434,0.004484304932735426,2,57.98
Referral,2019-08-27,399,227,448,0.25669642857142855,6.819196428571429,286.81473214285717,0,0,0
Referral,2019-10-23,398,208,441,0.2811791383219955,4.671201814058957,280.32426303854874,0,0,0
Direct,2019-06-04,397,316,455,0.3252747252747253,4.942857142857143,210.9032967032967,0,0,0
Direct,2019-06-25,397,306,447,0.29977628635346754,5.7807606263982105,237.25503355704697,0.0022371364653243847,1,7.98
Referral,2019-04-15,397,213,441,0.2834467120181406,5.984126984126984,212.44444444444446,0,0,0
Direct,2019-05-16,396,325,433,0.29330254041570436,5.424942263279446,258.6905311778291,0.004618937644341801,2,47.92
Referral,2019-03-26,396,228,452,0.3141592920353982,5.429203539823009,227.86725663716814,0,0,0
Referral,2019-04-01,396,241,437,0.2562929061784897,6.002288329519451,234.60411899313502,0,0,0
Referral,2019-08-06,396,220,447,0.24384787472035793,6.899328859060403,310.1744966442953,0,0,0
Direct,2019-01-30,395,311,436,0.3073394495412844,5.3807339449541285,213.33715596330276,0,0,0
Direct,2019-05-17,395,303,427,0.27634660421545665,5.714285714285714,202.10304449648712,0,0,0
Direct,2019-10-18,395,345,424,0.3867924528301887,3.6108490566037736,170.18632075471697,0,0,0
Referral,2019-01-03,395,171,438,0.20776255707762556,7.063926940639269,241.61415525114154,0,0,0
Referral,2019-02-26,395,230,435,0.30114942528735633,5.068965517241379,209.11954022988505,0,0,0
Referral,2019-04-29,395,199,436,0.24541284403669725,6.307339449541284,255.2683486238532,0,0,0
Referral,2019-05-24,395,204,468,0.23717948717948717,6.271367521367521,294.95299145299145,0,0,0
Referral,2019-07-17,395,223,428,0.22429906542056074,6.455607476635514,245.23130841121494,0,0,0
Referral,2019-08-20,395,238,475,0.27157894736842103,6.555789473684211,254.57473684210527,0,0,0
Referral,2019-02-19,394,212,441,0.3242630385487528,4.72562358276644,199.3015873015873,0,0,0
Referral,2019-08-07,394,225,457,0.2603938730853392,6.599562363238512,318.9562363238512,0,0,0
Referral,2019-10-02,394,225,436,0.2775229357798165,5.3463302752293576,265.29357798165137,0,0,0
Direct,2019-03-22,393,325,434,0.30414746543778803,5.110599078341014,215.11981566820276,0,0,0
Direct,2019-05-15,393,318,441,0.2857142857142857,5.650793650793651,241.5827664399093,0.0045351473922902496,2,193.9
Direct,2019-06-18,393,320,429,0.34498834498834496,4.825174825174825,196.55477855477855,0,0,0
Referral,2019-02-05,393,204,446,0.23094170403587444,5.766816143497758,209.34529147982062,0,0,0
Referral,2019-07-03,393,219,459,0.22875816993464052,6.3159041394335516,248.51416122004358,0,0,0
Social,2019-11-23,393,386,403,0.7965260545905707,2.1513647642679903,63.79652605459057,0,0,0
Referral,2019-03-12,392,173,449,0.30066815144766146,5.775055679287306,236.89086859688197,0,0,0
Referral,2019-10-14,391,225,443,0.2234762979683973,5.331828442437923,244.74040632054175,0,0,0
Referral,2019-11-13,391,216,448,0.22991071428571427,6.537946428571429,245.40401785714286,0,0,0
Direct,2019-03-14,390,318,427,0.2810304449648712,5.180327868852459,191.9929742388759,0,0,0
Direct,2019-11-24,390,349,421,0.33966745843230406,5.066508313539193,197.81472684085512,0.0023752969121140144,1,13
Referral,2019-02-14,390,193,436,0.26146788990825687,5.672018348623853,263.4151376146789,0,0,0
Referral,2019-06-07,390,212,437,0.2517162471395881,6.979405034324943,287.21967963386726,0,0,0
Direct,2019-03-06,389,312,434,0.3225806451612903,5.47926267281106,223.24884792626727,0.002304147465437788,1,26.99
Referral,2019-03-04,389,212,437,0.2768878718535469,5.279176201372998,191.9633867276888,0,0,0
Direct,2019-04-22,388,299,422,0.28672985781990523,5.68957345971564,235.08530805687204,0.002369668246445498,1,57.38
Referral,2019-01-28,388,202,432,0.2175925925925926,5.298611111111111,225.50925925925927,0,0,0
Referral,2019-02-13,388,210,430,0.2837209302325581,5.141860465116279,217.0186046511628,0,0,0
Referral,2019-08-21,388,235,444,0.22747747747747749,7.414414414414415,319.34234234234236,0,0,0
Referral,2019-09-20,388,215,439,0.23006833712984054,6.637813211845103,285.744874715262,0,0,0
Direct,2019-04-10,387,311,420,0.28095238095238095,5.023809523809524,190.29285714285714,0,0,0
Direct,2019-04-15,387,316,426,0.27230046948356806,5.964788732394366,244.27699530516432,0.002347417840375587,1,302.67
Direct,2019-10-28,387,324,418,0.3660287081339713,4.555023923444976,193.79904306220095,0.0023923444976076554,1,13
Direct,2019-11-12,387,324,420,0.36904761904761907,4.333333333333333,211.63095238095238,0,0,0
Referral,2019-03-14,387,214,419,0.19809069212410502,6.479713603818616,322.4295942720764,0,0,0
Referral,2019-08-01,387,229,439,0.2824601366742597,6.041002277904328,225.1389521640091,0,0,0
Direct,2019-10-02,386,328,413,0.33171912832929784,4.673123486682809,276.9346246973366,0,0,0
Direct,2019-10-07,386,339,415,0.3542168674698795,4.397590361445783,214.1277108433735,0.004819277108433735,2,3808.3
Referral,2019-05-31,386,214,435,0.21149425287356322,6.574712643678161,275.39080459770116,0,0,0
Referral,2019-10-29,386,221,433,0.24249422632794457,6.595842956120093,329.9307159353349,0,0,0
Direct,2019-01-22,384,283,439,0.2733485193621868,5.79498861047836,268.31662870159454,0,0,0
Direct,2019-02-21,384,302,425,0.2752941176470588,5.188235294117647,224.79529411764705,0,0,0
Direct,2019-06-24,384,297,425,0.30117647058823527,5.437647058823529,217.72235294117647,0,0,0
Direct,2019-07-01,384,294,423,0.2978723404255319,5.328605200945627,222.5791962174941,0,0,0
Referral,2019-10-30,384,214,425,0.26588235294117646,6.350588235294118,294.04470588235296,0,0,0
Direct,2019-06-13,383,310,416,0.33413461538461536,4.9375,212.4375,0.002403846153846154,1,110
Referral,2019-02-07,383,207,428,0.2780373831775701,5.684579439252336,245.9836448598131,0,0,0
Referral,2019-08-08,383,235,420,0.23809523809523808,6.95,261.73571428571427,0,0,0
Direct,2019-03-13,382,313,418,0.31100478468899523,5.4066985645933014,206.51196172248802,0.004784688995215311,2,172.96
Referral,2019-07-12,382,211,432,0.2777777777777778,6.229166666666667,269.74074074074076,0,0,0
Referral,2019-10-09,382,223,434,0.26497695852534564,5.184331797235023,220.24193548387098,0,0,0
Direct,2019-04-30,381,305,422,0.25355450236966826,5.495260663507109,254.218009478673,0.009478672985781991,4,364.88
Referral,2019-01-31,381,199,419,0.22911694510739858,5.801909307875895,224.56085918854416,0,0,0
Direct,2019-03-18,380,313,415,0.25301204819277107,6.286746987951807,242.7301204819277,0,0,0
Direct,2019-03-19,380,295,415,0.3180722891566265,4.857831325301205,199.37590361445783,0,0,0
Direct,2019-05-29,380,295,414,0.34541062801932365,4.673913043478261,182.02657004830917,0,0,0
Referral,2019-01-11,380,175,418,0.2679425837320574,5.7894736842105265,232.50478468899522,0.0023923444976076554,1,32.97
Referral,2019-03-27,380,206,418,0.23923444976076555,6.7631578947368425,265.92105263157896,0,0,0
Direct,2019-05-13,379,274,421,0.2921615201900237,4.764845605700713,214.27790973871734,0.0023752969121140144,1,11.99
Direct,2019-10-10,379,321,417,0.3333333333333333,3.86810551558753,180.38369304556355,0.004796163069544364,2,55.4
Referral,2019-09-12,379,219,412,0.22330097087378642,6.516990291262136,217.04611650485438,0,0,0
Direct,2019-04-02,378,307,407,0.28746928746928746,5.402948402948403,215.56019656019657,0,0,0
Referral,2019-04-09,378,189,434,0.24423963133640553,6.066820276497696,245.97695852534562,0,0,0
Referral,2019-05-10,378,213,430,0.24651162790697675,6.044186046511628,242.73488372093024,0.002325581395348837,1,169
Referral,2019-07-19,378,188,429,0.24708624708624707,6.662004662004662,275.65268065268066,0,0,0
Referral,2019-09-03,378,246,418,0.2894736842105263,5.732057416267943,259.52153110047846,0,0,0
Direct,2019-02-26,377,304,415,0.2963855421686747,4.718072289156627,190.3566265060241,0,0,0
Direct,2019-01-03,376,262,425,0.23529411764705882,6.070588235294117,255.06823529411764,0,0,0
Direct,2019-07-02,376,282,412,0.2912621359223301,5.29126213592233,248.4490291262136,0,0,0
Referral,2019-04-04,376,207,416,0.24519230769230768,6.1875,262.65625,0,0,0
Referral,2019-06-28,376,178,439,0.2072892938496583,7.571753986332574,309.03189066059224,0,0,0
Direct,2019-01-28,375,285,422,0.28672985781990523,4.898104265402844,232.95260663507108,0.002369668246445498,1,131.78
Direct,2019-07-15,375,305,401,0.2942643391521197,5.548628428927681,194.0648379052369,0.0024937655860349127,1,15.22
Referral,2019-01-16,375,184,415,0.25060240963855424,6.144578313253012,237.76385542168674,0,0,0
Referral,2019-05-13,375,231,431,0.27842227378190254,5.972157772621809,265.9443155452436,0,0,0
Direct,2019-10-01,374,318,404,0.3787128712871287,4.170792079207921,193.17821782178217,0,0,0
Referral,2019-02-25,374,212,412,0.3276699029126214,5.029126213592233,218.53883495145632,0,0,0
Referral,2019-03-15,374,190,419,0.2529832935560859,5.966587112171838,273.99761336515513,0,0,0
Referral,2019-04-10,374,204,420,0.24523809523809523,5.688095238095238,243.12142857142857,0,0,0
Referral,2019-04-22,374,195,414,0.20772946859903382,5.929951690821256,276.39130434782606,0,0,0
Referral,2019-08-13,374,216,436,0.27522935779816515,7.651376146788991,296.70183486238534,0,0,0
Direct,2019-11-07,373,311,415,0.35903614457831323,4.879518072289157,203.01686746987951,0.0024096385542168677,1,41
Referral,2019-03-25,372,214,419,0.29832935560859186,5.458233890214797,234.0692124105012,0,0,0
Direct,2019-06-05,371,286,397,0.31738035264483627,4.566750629722922,174.16120906801007,0,0,0
Direct,2019-11-27,371,315,414,0.3285024154589372,5.5772946859903385,206.60386473429952,0,0,0
Direct,2019-03-12,370,283,412,0.3325242718446602,4.924757281553398,207.17961165048544,0.0048543689320388345,2,70.99
Direct,2019-08-09,369,315,406,0.29310344827586204,5.344827586206897,180.0344827586207,0,0,0
Referral,2019-01-24,369,184,421,0.26128266033254155,5.767220902612826,262.938242280285,0,0,0
Referral,2019-01-29,369,198,411,0.30170316301703165,5.391727493917275,231.57177615571777,0,0,0
Referral,2019-01-30,369,179,409,0.24938875305623473,6.430317848410758,235.50122249388752,0,0,0
Referral,2019-02-21,369,199,414,0.26811594202898553,5.760869565217392,223.04589371980677,0,0,0
Direct,2019-05-22,368,284,406,0.2832512315270936,4.435960591133005,178.0295566502463,0,0,0
Direct,2019-11-11,368,312,427,0.36533957845433257,4.990632318501171,227.11943793911007,0.00234192037470726,1,13
Referral,2019-03-13,368,205,431,0.2900232018561485,5.865429234338747,238.95127610208817,0,0,0
Direct,2019-02-15,367,273,391,0.27365728900255754,4.989769820971867,213.6214833759591,0.0025575447570332483,1,388.7
Direct,2019-05-03,367,285,408,0.30637254901960786,5.095588235294118,218.77205882352942,0.0024509803921568627,1,39.99
Direct,2019-10-24,367,314,401,0.34663341645885287,4.740648379052369,226.50623441396507,0,0,0
Direct,2019-05-02,366,283,412,0.28640776699029125,5.371359223300971,242.98300970873785,0,0,0
Referral,2019-04-25,366,203,418,0.25598086124401914,6.141148325358851,263.6124401913876,0,0,0
Direct,2019-02-08,365,294,393,0.32061068702290074,5.0458015267175576,194.42748091603053,0.002544529262086514,1,21.99
Direct,2019-02-11,365,262,397,0.3022670025188917,4.9571788413098234,185.8589420654912,0,0,0
Referral,2019-08-29,365,197,416,0.2091346153846154,6.987980769230769,295.38461538461536,0,0,0
Direct,2019-06-12,364,295,406,0.30295566502463056,5.024630541871921,284.03694581280786,0,0,0
Referral,2019-05-02,364,230,428,0.25934579439252337,6.413551401869159,287.6121495327103,0,0,0
Referral,2019-12-20,364,165,417,0.2422062350119904,7.2829736211031175,299.04556354916065,0,0,0
Direct,2019-04-23,363,281,404,0.297029702970297,5.465346534653466,227.89851485148515,0.0024752475247524753,1,30.99
Direct,2019-05-21,362,275,397,0.31738035264483627,5.173803526448363,234.5919395465995,0.0025188916876574307,1,77.97
Referral,2019-03-28,362,196,418,0.2942583732057416,5.389952153110048,222.11244019138755,0,0,0
Direct,2019-01-16,361,262,401,0.2892768079800499,5.586034912718205,252.1571072319202,0.0024937655860349127,1,59.99
Direct,2019-03-20,361,287,397,0.29219143576826195,4.949622166246852,185.71284634760704,0.0025188916876574307,1,57.98
Direct,2019-07-08,360,295,390,0.3076923076923077,4.67948717948718,195.17948717948718,0.005128205128205128,2,52.97
Referral,2019-10-17,360,193,401,0.2518703241895262,5.206982543640898,238.10224438902742,0,0,0
Referral,2019-10-24,360,221,398,0.2562814070351759,5.130653266331659,240.06281407035175,0,0,0
Direct,2019-02-13,359,280,383,0.33159268929503916,5.336814621409921,218.57441253263707,0,0,0
Direct,2019-03-26,359,284,394,0.33248730964467005,4.842639593908629,204.28426395939087,0,0,0
Referral,2019-03-21,359,181,399,0.3032581453634085,5.285714285714286,206.0250626566416,0,0,0
Referral,2019-07-31,359,220,393,0.2951653944020356,6.178117048346056,238.9262086513995,0,0,0
Direct,2019-09-23,358,290,385,0.4,4.574025974025974,176.0051948051948,0,0,0
Referral,2019-08-28,358,215,397,0.2770780856423174,6.251889168765743,243.41813602015114,0,0,0
Referral,2019-04-30,357,195,407,0.2457002457002457,5.7862407862407865,231.48894348894348,0,0,0
Referral,2019-05-14,357,210,395,0.22531645569620254,6.405063291139241,268.89620253164554,0.002531645569620253,1,298
Direct,2019-04-03,356,290,391,0.29923273657289,4.882352941176471,217.18158567774935,0,0,0
Direct,2019-06-03,356,264,387,0.31266149870801035,5.255813953488372,220.53229974160206,0.002583979328165375,1,39.99
Referral,2019-03-06,356,182,413,0.2566585956416465,5.9491525423728815,262.0581113801453,0,0,0
Referral,2019-11-08,356,195,401,0.24937655860349128,7.054862842892768,308.06733167082297,0,0,0
Direct,2019-02-14,355,283,383,0.32114882506527415,4.389033942558747,169.2349869451697,0.0026109660574412533,1,3
Referral,2019-08-15,355,202,401,0.26433915211970077,6.406483790523691,274.00997506234415,0,0,0
Direct,2019-04-25,354,279,411,0.29683698296836986,5.2871046228710465,257.99756690997566,0,0,0
Direct,2019-09-20,354,304,380,0.28421052631578947,5.839473684210526,210.9842105263158,0.005263157894736842,2,99.25
Direct,2019-09-24,354,295,395,0.3493670886075949,5.888607594936709,214.82784810126583,0,0,0
Direct,2019-09-19,353,306,382,0.32460732984293195,4.955497382198953,155.2460732984293,0,0,0
Direct,2019-09-30,353,289,369,0.3252032520325203,4.555555555555555,225.5149051490515,0,0,0
Referral,2019-05-17,353,177,401,0.23192019950124687,6.069825436408977,280.5087281795511,0,0,0
Referral,2019-08-22,353,194,394,0.20812182741116753,6.9213197969543145,260.494923857868,0,0,0
Direct,2019-01-10,351,261,394,0.24111675126903553,6.350253807106599,285.2258883248731,0.0025380710659898475,1,21.99
Direct,2019-03-05,351,274,395,0.32151898734177214,5.121518987341772,215.5493670886076,0,0,0
Direct,2019-03-27,351,271,394,0.2893401015228426,5.467005076142132,247.4238578680203,0.0025380710659898475,1,63.98
Direct,2019-04-11,351,289,388,0.32216494845360827,4.793814432989691,227.6958762886598,0,0,0
Referral,2019-05-16,351,190,393,0.26463104325699743,5.048346055979644,207.97455470737913,0,0,0
Referral,2019-08-02,351,190,403,0.20843672456575682,6.54590570719603,270.4044665012407,0,0,0
Direct,2019-12-20,350,289,385,0.32727272727272727,4.797402597402598,194.7792207792208,0.005194805194805195,2,196
Referral,2019-04-03,350,206,395,0.3291139240506329,5.622784810126582,227.1493670886076,0,0,0
Direct,2019-01-04,349,220,390,0.258974358974359,6.78974358974359,287.8333333333333,0,0,0
Direct,2019-01-31,349,275,384,0.2838541666666667,5.171875,214.6328125,0.0026041666666666665,1,87.99
Direct,2019-12-07,349,310,368,0.375,4.635869565217392,190.5298913043478,0.005434782608695652,2,80.6
Referral,2019-08-14,349,212,392,0.25,6.803571428571429,281.3061224489796,0,0,0
Referral,2019-08-23,349,181,386,0.24870466321243523,6.66321243523316,256.38860103626945,0,0,0
Direct,2019-12-15,348,302,366,0.28415300546448086,5.754098360655738,206.3224043715847,0.01639344262295082,6,229
Referral,2019-02-08,348,194,387,0.26356589147286824,6.028423772609819,254.28423772609818,0,0,0
Referral,2019-02-12,348,172,384,0.2604166666666667,5.229166666666667,206.7578125,0,0,0
Referral,2019-03-05,348,173,401,0.2144638403990025,5.870324189526184,228.86533665835412,0,0,0
Referral,2019-04-17,348,167,407,0.23095823095823095,6.093366093366093,265.05651105651106,0,0,0
Referral,2019-10-03,348,195,394,0.30456852791878175,5.82994923857868,281.3020304568528,0,0,0
Direct,2019-03-04,347,274,378,0.3333333333333333,5.158730158730159,228.07142857142858,0.0026455026455026454,1,134.38
Direct,2019-06-20,346,270,373,0.2949061662198391,5.193029490616622,223.98391420911528,0.005361930294906166,2,55.36
Direct,2019-04-24,345,262,397,0.2770780856423174,5.675062972292191,267.98488664987406,0,0,0
Direct,2019-05-30,345,276,389,0.3264781491002571,4.814910025706941,222.85089974293058,0.002570694087403599,1,59.99
Direct,2019-07-10,345,299,382,0.35602094240837695,4.62041884816754,172.22774869109946,0.002617801047120419,1,71.97
Direct,2019-04-29,344,262,377,0.32360742705570295,4.986737400530504,191.604774535809,0,0,0
Direct,2019-09-10,344,304,372,0.30913978494623656,4.46505376344086,195.18548387096774,0,0,0
Referral,2019-02-28,344,181,385,0.24935064935064935,5.984415584415585,296.33506493506496,0,0,0
Referral,2019-08-16,344,182,393,0.21119592875318066,7.620865139949109,316.1526717557252,0,0,0
Direct,2019-01-29,343,276,367,0.29427792915531337,4.659400544959128,186.56675749318802,0,0,0
Direct,2019-02-25,343,258,375,0.30933333333333335,4.842666666666666,213.14933333333335,0.008,3,49.14
Referral,2019-08-09,343,177,387,0.2222222222222222,7.963824289405685,323.2041343669251,0,0,0
Referral,2019-07-26,342,184,379,0.21372031662269128,7.662269129287599,295.8126649076517,0,0,0
Referral,2019-09-13,342,198,375,0.25866666666666666,7.469333333333333,273.73066666666665,0,0,0
Direct,2019-01-21,340,274,373,0.3378016085790885,4.900804289544236,193.47184986595175,0,0,0
Referral,2019-04-11,340,183,388,0.27319587628865977,6.208762886597938,242.14948453608247,0,0,0
Direct,2019-05-24,339,275,365,0.28493150684931506,4.884931506849315,186.73424657534247,0,0,0
Direct,2019-11-08,339,292,379,0.3482849604221636,4.992084432717678,182.88654353562006,0,0,0
Direct,2019-01-24,338,259,372,0.3521505376344086,5.190860215053763,195.72043010752688,0,0,0
Direct,2019-05-14,338,270,372,0.2956989247311828,5.150537634408602,229.76075268817203,0.005376344086021506,2,56.96
Direct,2019-01-25,337,271,371,0.30997304582210244,5.555256064690027,249.5822102425876,0,0,0
Direct,2019-06-26,336,268,366,0.2814207650273224,5.784153005464481,235.61748633879782,0,0,0
Direct,2019-06-28,336,265,377,0.3156498673740053,4.7851458885941645,192.9496021220159,0.005305039787798408,2,71.33
Referral,2019-03-07,336,190,389,0.2236503856041131,5.820051413881748,231.23650385604114,0,0,0
Direct,2019-03-01,335,262,388,0.30670103092783507,5.445876288659794,223.75,0.002577319587628866,1,17.59
Direct,2019-05-10,334,269,373,0.3190348525469169,5.3324396782841825,238.94101876675603,0.002680965147453083,1,57.38
Direct,2019-03-29,333,260,373,0.2546916890080429,5.983914209115282,357.8686327077748,0.002680965147453083,1,9.99
Direct,2019-06-07,333,250,377,0.3156498673740053,5.212201591511937,226.70026525198938,0.007957559681697613,3,180.97
Referral,2019-04-12,333,178,370,0.28378378378378377,6.397297297297297,261.55405405405406,0,0,0
Referral,2019-10-04,333,182,363,0.22038567493112948,6.066115702479339,257.74380165289256,0,0,0
Referral,2019-11-15,333,200,387,0.2842377260981912,5.974160206718346,282.1937984496124,0,0,0
Direct,2019-02-23,332,292,355,0.5183098591549296,4.20281690140845,193.89295774647888,0,0,0
Direct,2019-11-15,332,267,358,0.3016759776536313,4.770949720670391,205.92737430167597,0.002793296089385475,1,30
Referral,2019-04-02,332,178,383,0.26631853785900783,6.219321148825065,234.78851174934726,0,0,0
Direct,2019-07-09,331,257,347,0.2968299711815562,6.057636887608069,238.93659942363112,0.002881844380403458,1,149.5
Direct,2019-10-31,330,265,359,0.35097493036211697,5.064066852367688,167.81058495821728,0,0,0
Referral,2019-10-18,330,176,369,0.21951219512195122,5.32520325203252,248.34688346883468,0,0,0
Referral,2019-11-28,329,209,349,0.2349570200573066,6.56160458452722,264.44412607449857,0,0,0
Direct,2019-06-21,328,260,370,0.27837837837837837,5.859459459459459,264.76216216216216,0.002702702702702703,1,33.49
Direct,2019-10-25,328,287,370,0.2972972972972973,4.937837837837838,209.22702702702702,0.005405405405405406,2,128.3
Referral,2019-03-29,328,164,366,0.22950819672131148,7.065573770491803,308.39890710382514,0,0,0
Referral,2019-04-18,328,191,362,0.2541436464088398,5.638121546961326,240.5027624309392,0,0,0
Direct,2019-02-22,327,247,367,0.29155313351498635,5.4659400544959125,214.62125340599454,0.0027247956403269754,1,37.56
Direct,2019-07-16,327,279,342,0.32456140350877194,4.652046783625731,177.19883040935673,0.0029239766081871343,1,15.39
Direct,2019-01-12,326,282,355,0.4619718309859155,4.267605633802817,212.29295774647886,0,0,0
Referral,2019-03-22,326,185,373,0.20107238605898123,6.39142091152815,283.8552278820375,0,0,0
Direct,2019-02-18,325,258,349,0.25787965616045844,5.507163323782235,224.74498567335243,0,0,0
Direct,2019-03-23,325,287,336,0.5386904761904762,4.095238095238095,188.04464285714286,0,0,0
Direct,2019-07-03,325,270,367,0.3215258855585831,5.1035422343324255,223.25885558583107,0,0,0
Referral,2019-02-01,325,169,351,0.2678062678062678,5.851851851851852,261.15954415954417,0,0,0
Direct,2019-03-28,324,259,350,0.3514285714285714,5.282857142857143,217.78,0,0,0
Referral,2019-02-27,323,179,361,0.24930747922437674,5.825484764542936,251.30470914127423,0,0,0
Direct,2019-02-27,322,248,345,0.34492753623188405,5.48695652173913,257.6753623188406,0,0,0
Referral,2019-02-20,322,169,373,0.2975871313672922,5.501340482573727,199.41286863270778,0,0,0
Direct,2019-07-19,321,258,350,0.2714285714285714,6.211428571428572,218.94285714285715,0.002857142857142857,1,15.74
Referral,2019-02-15,321,149,373,0.19302949061662197,6.383378016085791,304.1662198391421,0,0,0
Referral,2019-09-06,321,186,358,0.25977653631284914,7.075418994413408,275.82402234636874,0,0,0
Direct,2019-04-04,320,257,369,0.27371273712737126,5.929539295392954,293.76964769647697,0,0,0
Direct,2019-06-27,320,238,348,0.3333333333333333,5.847701149425287,211.29885057471265,0.005747126436781609,2,123.95
Direct,2019-01-18,319,215,360,0.29444444444444445,4.763888888888889,242.73055555555555,0,0,0
Direct,2019-05-31,319,254,351,0.26495726495726496,5.7578347578347575,222.2079772079772,0.002849002849002849,1,111.99
Direct,2019-10-08,319,275,340,0.40588235294117647,3.7029411764705884,157.75294117647059,0,0,0
Direct,2019-02-02,318,270,338,0.4467455621301775,5.0266272189349115,249.67751479289942,0.0029585798816568047,1,104.54
Direct,2019-10-04,318,268,348,0.3735632183908046,4,201.882183908046,0,0,0
Direct,2019-04-17,317,246,345,0.30144927536231886,5.3478260869565215,228.41739130434783,0.002898550724637681,1,17.96
Direct,2019-10-14,316,269,340,0.40294117647058825,4.061764705882353,197.6764705882353,0.0029411764705882353,1,86
Direct,2019-04-18,315,250,342,0.31871345029239767,5.687134502923977,267.10233918128654,0,0,0
Direct,2019-06-14,315,247,353,0.2521246458923513,6.26628895184136,245.9971671388102,0,0,0
Referral,2019-01-04,315,123,355,0.2112676056338028,6.664788732394366,257.4338028169014,0,0,0
Direct,2019-07-11,314,262,346,0.3583815028901734,5.182080924855492,194.10115606936415,0.002890173410404624,1,887.63
Direct,2019-09-26,314,259,346,0.34971098265895956,4.9479768786127165,233.4479768786127,0,0,0
Direct,2019-04-26,313,222,340,0.34411764705882353,5.576470588235294,221.28823529411764,0,0,0
Direct,2019-05-01,313,238,343,0.2653061224489796,5.233236151603498,217.14285714285714,0,0,0
